Keys,IV,PlainText,CipherText,CipherTextLength,PlainTextLength,Key1,Key2,Key3
7CA110454A1A6E5701010101010101010202020202020202,0000000000000000,01A1D6D039776742,DD3E08FC7845A8BB,64,64,7CA110454A1A6E57,0101010101010101,0202020202020202
0131D9619DC1376E01010101010101010202020202020202,0000000000000000,5CD54CA83DEF57DA,D122ED515FABFA36,64,64,0131D9619DC1376E,0101010101010101,0202020202020202
07A1133E4A0B268601010101010101010202020202020202,0000000000000000,0248D43806F67172,9EE38E7F62A36709,64,64,07A1133E4A0B2686,0101010101010101,0202020202020202
3849674C2602319E01010101010101010202020202020202,0000000000000000,51454B582DDF440A,FB00F18CE7E82F73,64,64,3849674C2602319E,0101010101010101,0202020202020202
04B915BA43FEB5B601010101010101010202020202020202,0000000000000000,42FD443059577FA2,C190F8E48BA67946,64,64,04B915BA43FEB5B6,0101010101010101,0202020202020202
0113B970FD34F2CE01010101010101010202020202020202,0000000000000000,059B5E0851CF143A,63E8FFA321074743,64,64,0113B970FD34F2CE,0101010101010101,0202020202020202
0170F175468FB5E601010101010101010202020202020202,0000000000000000,0756D8E0774761D2,59BF5F5BE81A6109,64,64,0170F175468FB5E6,0101010101010101,0202020202020202
43297FAD38E373FE01010101010101010202020202020202,0000000000000000,762514B829BF486A,658AB5DBA2BF2223,64,64,43297FAD38E373FE,0101010101010101,0202020202020202
07A7137045DA2A1601010101010101010202020202020202,0000000000000000,3BDD119049372802,E405C572BA16BCD0,64,64,07A7137045DA2A16,0101010101010101,0202020202020202
04689104C2FD3B2F01010101010101010202020202020202,0000000000000000,26955F6835AF609A,EB5DC50FCC719982,64,64,04689104C2FD3B2F,0101010101010101,0202020202020202
37D06BB516CB754601010101010101010202020202020202,0000000000000000,164D5E404F275232,190012C646A1B6F3,64,64,37D06BB516CB7546,0101010101010101,0202020202020202
1F08260D1AC2465E01010101010101010202020202020202,0000000000000000,6B056E18759F5CCA,CD99F8D90F76DE95,64,64,1F08260D1AC2465E,0101010101010101,0202020202020202
584023641ABA617601010101010101010202020202020202,0000000000000000,004BD6EF09176062,6FCD2183A3BA2E5C,64,64,584023641ABA6176,0101010101010101,0202020202020202
025816164629B00701010101010101010202020202020202,0000000000000000,480D39006EE762F2,C622D6A3023BF211,64,64,025816164629B007,0101010101010101,0202020202020202
49793EBC79B3258F01010101010101010202020202020202,0000000000000000,437540C8698F3CFA,AD1A75E5562E5566,64,64,49793EBC79B3258F,0101010101010101,0202020202020202
4FB05E1515AB73A701010101010101010202020202020202,0000000000000000,072D43A077075292,5E1A36711FA3B75C,64,64,4FB05E1515AB73A7,0101010101010101,0202020202020202
49E95D6D4CA229BF01010101010101010202020202020202,0000000000000000,02FE55778117F12A,B11BDF7828FCC5BD,64,64,49E95D6D4CA229BF,0101010101010101,0202020202020202
018310DC409B26D601010101010101010202020202020202,0000000000000000,1D9D5C5018F728C2,8F4EA8235A1AD5EF,64,64,018310DC409B26D6,0101010101010101,0202020202020202
1C587F1C13924FEF01010101010101010202020202020202,0000000000000000,305532286D6F295A,457D227B21CDCE21,64,64,1C587F1C13924FEF,0101010101010101,0202020202020202
