Keys,IV,PlainText,CipherText,CipherTextLength,PlainTextLength,Key1,Key2,Key3
01010101010101010707070707070707FEFEFEFEFEFEFEFE,1113B208289872C5,000000000000000000000000000000000000000000000000,ABEFC7577D35A7979FE7CFF72BBF21755768E2680C488D9C,192,192,0101010101010101,0707070707070707,FEFEFEFEFEFEFEFE
01010101010101010707070707070707FEFEFEFEFEFEFEFE,1113B208289872C5,000000000000000000000000000000000000000000000001,C9959EA536D76165D416EAC8FEF64E4B6250E8D4998E6F61,192,192,0101010101010101,0707070707070707,FEFEFEFEFEFEFEFE
01010101010101010707070707070707FEFEFEFEFEFEFEFE,1113B208289872C5,000000000000000000000000000000000000000000000002,42F85A7B50AF9A147BE605F512E3CB18157C1A1A8FE08F23,192,192,0101010101010101,0707070707070707,FEFEFEFEFEFEFEFE
01010101010101010707070707070707FEFEFEFEFEFEFEFE,1113B208289872C5,000000000000000000000000000000000000000000000004,09DC8F8ED7314FDAB6C2E9221B506F9B461DA5432F29CF87,192,192,0101010101010101,0707070707070707,FEFEFEFEFEFEFEFE
01010101010101010707070707070707FEFEFEFEFEFEFEFE,1113B208289872C5,000000000000000000000000000000000000000000000008,00C0BC60CC40ED37419C81FAB286FD3DEF562774BBCF50E7,192,192,0101010101010101,0707070707070707,FEFEFEFEFEFEFEFE
01010101010101010707070707070707FEFEFEFEFEFEFEFE,1113B208289872C5,000000000000000000000000000000000000000000000010,19DE5835E05418216BDCA2697A7DBFBD05EB5F1AF7C7CD34,192,192,0101010101010101,0707070707070707,FEFEFEFEFEFEFEFE
01010101010101010707070707070707FEFEFEFEFEFEFEFE,1113B208289872C5,000000000000000000000000000000000000000000000020,56A7B9403D7F575B1DE6F2DFD561365B31703A8CC58A0FED,192,192,0101010101010101,0707070707070707,FEFEFEFEFEFEFEFE
01010101010101010707070707070707FEFEFEFEFEFEFEFE,1113B208289872C5,000000000000000000000000000000000000000000000040,F1F94F754CCC0AE232DD0FBAFA16C29A42383275A1D29CBD,192,192,0101010101010101,0707070707070707,FEFEFEFEFEFEFEFE
01010101010101010707070707070707FEFEFEFEFEFEFEFE,1113B208289872C5,000000000000000000000000000000000000000000000080,3F3F3FF1DD4527B9D1AD7AD9D0B6C3546ECE5373650A8B80,192,192,0101010101010101,0707070707070707,FEFEFEFEFEFEFEFE
01010101010101010707070707070707FEFEFEFEFEFEFEFE,1113B208289872C5,000000000000000000000000000000000000000000000100,F72DEA5F488EDBC7F0C9F1FB5A634D0E7A3F19858F92A76C,192,192,0101010101010101,0707070707070707,FEFEFEFEFEFEFEFE
