Key,IV,PlainText,CipherText
C47B0294DBBBEE0FEC4757F22FFEEE3587CA4730C3D33B691DF38BAB076BC558,00000000000000000000000000000000,000000000000000000000000000000000000000000000000,2AB137A528600CF88E5EC6C8DA2A149C46F2FB342D6F0AB4
28D46CFFA158533194214A91E712FC2B45B518076675AFFD910EDECA5F41AC64,00000000000000000000000000000000,000000000000000000000000000000000000000000000000,94F87C7DB9813248E4BE974BE443865D4BF3B0A69AEB6657
C1CC358B449909A19436CFBB3F852EF8BCB5ED12AC7058325F56E6099AAB1A1C,00000000000000000000000000000000,000000000000000000000000000000000000000000000000,5AFBDB932C134B2AFBF2C497BB71EF55352065272169ABF9
984CA75F4EE8D706F46C2D98C0BF4A45F5B00D791C2DFEB191B5ED8E420FD627,00000000000000000000000000000000,000000000000000000000000000000000000000000000000,A4BD52CFC3D4698F5E0702F3A6F259234307456A9E67813B
B43D08A447AC8609BAADAE4FF12918B9F68FC1653F1269222F123981DED7A92F,00000000000000000000000000000000,000000000000000000000000000000000000000000000000,6EC1B317251AF9351EA73383EA82D9E24663446607354989
1D85A181B54CDE51F0E098095B2962FDC93B51FE9B88602B3F54130BF76A5BD9,00000000000000000000000000000000,000000000000000000000000000000000000000000000000,B1D22123D7A681F296292DC173534035531C2C38344578B8
DC0EBA1F2232A7879DED34ED8428EEB8769B056BBAF8AD77CB65C3541430B4CF,00000000000000000000000000000000,000000000000000000000000000000000000000000000000,9EA5E0E332C6E6CAC4808A435FB2A0CFFC6AEC9063234800
F8BE9BA615C5A952CABBCA24F68F8593039624D524C816ACDA2C9183BD917CB9,00000000000000000000000000000000,000000000000000000000000000000000000000000000000,5A9B15E78958FF05C1D0EA83EC70B1DAA3944B95CA0B5204
797F8B3D176DAC5B7E34A2D539C4EF367A16F8635F6264737591C5C07BF57A3E,00000000000000000000000000000000,000000000000000000000000000000000000000000000000,D71F2A7D362F22C6F9B57D75767D3FEBA74289FE73A4C123
6838D40CAF927749C13F0329D331F448E202C73EF52C5F73A37CA635D4C47707,00000000000000000000000000000000,000000000000000000000000000000000000000000000000,8CC676B2BBE0860D523AC7E8E6EF5A29B91D4EA4488644B5
CCD1BC3C659CD3C59BC437484E3C5C724441DA8D6E90CE556CD57D0752663BBC,00000000000000000000000000000000,000000000000000000000000000000000000000000000000,09B3B1527CA77F58AF1D4C8E6BA433A6304F81AB61A80C2E
13428B5E4C005E0636DD338405D173AB135DEC2A25C22C5DF0722D69DCC43887,00000000000000000000000000000000,000000000000000000000000000000000000000000000000,C37A146B0DB509DC0363188413821B73649A71545378C783
07EB03A08D291D1B07408BF3512AB40C91097AC77461AAD4BB859647F74F00EE,00000000000000000000000000000000,000000000000000000000000000000000000000000000000,778044193F6118791D78CB18765453D847CB030DA2AB051D
90143AE20CD78C5D8EBDD6CB9DC1762427A96C78C639BCCC41A61424564EAFE1,00000000000000000000000000000000,000000000000000000000000000000000000000000000000,30D9BE8622E214A5D43A90718FE5A7A3798C7C005DEE432B
B7A5794D52737475D53D5A377200849BE0260A67A2B22CED8BBEF12882270D07,00000000000000000000000000000000,000000000000000000000000000000000000000000000000,BAA417DFD17B772CC44DCC4F44FB8DCB637C31DC2591A076
FCA02F3D5011CFC5C1E23165D413A049D4526A991827424D896FE3435E0BF68E,00000000000000000000000000000000,000000000000000000000000000000000000000000000000,ADBB80FD3BB218F0CB2933D1D85B5D27179A49C712154BBF
