Key,IV,PlainText,CipherText
800000000000000000000000000000000000000000000000,026D402E4D798129F55FAAE031BFF414,000000000000000000000000000000000000000000000000,026D402E4D798129F55FAAE031BFF414DE885DC87F5A9259
C00000000000000000000000000000000000000000000000,A232687B36F277C757EC6A5FCD95578D,000000000000000000000000000000000000000000000000,A232687B36F277C757EC6A5FCD95578D132B074E80F2A597
E00000000000000000000000000000000000000000000000,64A3575F5E8D3304C62D9ACC54FB3330,000000000000000000000000000000000000000000000000,64A3575F5E8D3304C62D9ACC54FB33306ECCEDF8DE592C22
F00000000000000000000000000000000000000000000000,EB7447505FCC2B3E84C8FF38EBE11238,000000000000000000000000000000000000000000000000,EB7447505FCC2B3E84C8FF38EBE11238180B09F267C45145
F80000000000000000000000000000000000000000000000,83FF816D290BD5EAB7791277ABF8B37D,000000000000000000000000000000000000000000000000,83FF816D290BD5EAB7791277ABF8B37DEDD807EF7652D7EB
FC0000000000000000000000000000000000000000000000,6B694F8F824D97BE698BB40D654877F7,000000000000000000000000000000000000000000000000,6B694F8F824D97BE698BB40D654877F79978BCF8DD8FD722
FE0000000000000000000000000000000000000000000000,5AB4484C78A39E1BA0BE82C4B5E2FB93,000000000000000000000000000000000000000000000000,5AB4484C78A39E1BA0BE82C4B5E2FB935310F654343E8F27
FF0000000000000000000000000000000000000000000000,FAAB521774C1F14AD2D64876F5B37FC3,000000000000000000000000000000000000000000000000,FAAB521774C1F14AD2D64876F5B37FC3833F71258D53036B
FF8000000000000000000000000000000000000000000000,5CECA42630B8F645062504AB14C35F02,000000000000000000000000000000000000000000000000,5CECA42630B8F645062504AB14C35F02EBA83FF200CFF931
FFC000000000000000000000000000000000000000000000,A2FEA2FC4F3CBC706F062617EE427EFA,000000000000000000000000000000000000000000000000,A2FEA2FC4F3CBC706F062617EE427EFAFF620CCBE9F3292A
FFE000000000000000000000000000000000000000000000,BD23F454E755197E0A4772E3C3F75CA9,000000000000000000000000000000000000000000000000,BD23F454E755197E0A4772E3C3F75CA97ABABC4B3F516C9A
FFF000000000000000000000000000000000000000000000,B81635481FE51BF65CEC565C47E8D425,000000000000000000000000000000000000000000000000,B81635481FE51BF65CEC565C47E8D425AA187824D9C4582B
FFF800000000000000000000000000000000000000000000,FA188D91D7978DB314AE4DB1D8711FC9,000000000000000000000000000000000000000000000000,FA188D91D7978DB314AE4DB1D8711FC91C0AD553177FD5EA
FFFC00000000000000000000000000000000000000000000,1A9A4DC665AF53734FACCE49E9DDFB90,000000000000000000000000000000000000000000000000,1A9A4DC665AF53734FACCE49E9DDFB90A5DC46C372611941
FFFE00000000000000000000000000000000000000000000,75D52321EA05C64AADBFF6133B773DA9,000000000000000000000000000000000000000000000000,75D52321EA05C64AADBFF6133B773DA9E4F2F2AE23E9B10B
FFFF00000000000000000000000000000000000000000000,37306F725DC61A2054F037E1EA2204AF,000000000000000000000000000000000000000000000000,37306F725DC61A2054F037E1EA2204AFB7D67CF1A1E91E8F
FFFF80000000000000000000000000000000000000000000,FDEAD3E45F5CDD2307DD54A4642F8467,000000000000000000000000000000000000000000000000,FDEAD3E45F5CDD2307DD54A4642F846726706BE06967884E
FFFFC0000000000000000000000000000000000000000000,F42BFE0D17293221B7AB676B5447149E,000000000000000000000000000000000000000000000000,F42BFE0D17293221B7AB676B5447149EB2F8B409B0585909
FFFFE0000000000000000000000000000000000000000000,BC63E8CD414C4AA7BC2A5E57F6FF4A2C,000000000000000000000000000000000000000000000000,BC63E8CD414C4AA7BC2A5E57F6FF4A2C5E4B7BFF0290C783
FFFFF0000000000000000000000000000000000000000000,BD253B4E2F9EF41A2B4A22CCFB292DD2,000000000000000000000000000000000000000000000000,BD253B4E2F9EF41A2B4A22CCFB292DD207093657552D4414
FFFFF8000000000000000000000000000000000000000000,6BF85877C5759C8B0999D781F4E1BB39,000000000000000000000000000000000000000000000000,6BF85877C5759C8B0999D781F4E1BB39E1AF1E7D8BC225ED
FFFFFC000000000000000000000000000000000000000000,DC8706E2D29A848B9CA9CDF63C3C3A92,000000000000000000000000000000000000000000000000,DC8706E2D29A848B9CA9CDF63C3C3A92EF6555253635D843
FFFFFE000000000000000000000000000000000000000000,07D30F79B2BBBF9551F8728E3F07714F,000000000000000000000000000000000000000000000000,07D30F79B2BBBF9551F8728E3F07714FFB4035074A5D4260
FFFFFF000000000000000000000000000000000000000000,EAEC0F1443BBF4DD49E583B2D539D885,000000000000000000000000000000000000000000000000,EAEC0F1443BBF4DD49E583B2D539D885446EE416F9AD1C10
FFFFFF800000000000000000000000000000000000000000,9963153090AB82E72E6630C57DEAFAC2,000000000000000000000000000000000000000000000000,9963153090AB82E72E6630C57DEAFAC2198AE2A4637AC0A7
FFFFFFC00000000000000000000000000000000000000000,4D22D641FB0175461575A06E492A997B,000000000000000000000000000000000000000000000000,4D22D641FB0175461575A06E492A997B562012EC8FADED08
FFFFFFE00000000000000000000000000000000000000000,8C5A6610095F8961EBDCBD4AB0838156,000000000000000000000000000000000000000000000000,8C5A6610095F8961EBDCBD4AB0838156CC8A64B46B5D88BF
FFFFFFF00000000000000000000000000000000000000000,FD2FAE5474567BA4A4C025903E0287F7,000000000000000000000000000000000000000000000000,FD2FAE5474567BA4A4C025903E0287F7A168253762E2CC81
FFFFFFF80000000000000000000000000000000000000000,5F0132A360BE71C1CC65629AEF363F7B,000000000000000000000000000000000000000000000000,5F0132A360BE71C1CC65629AEF363F7B1B41F83B38CE5032
FFFFFFFC0000000000000000000000000000000000000000,9F2C27D9AEB24D81338B094C199E7101,000000000000000000000000000000000000000000000000,9F2C27D9AEB24D81338B094C199E710161A89990CD141175
FFFFFFFE0000000000000000000000000000000000000000,6AF1E410817234263389C4F4C90E3F7A,000000000000000000000000000000000000000000000000,6AF1E410817234263389C4F4C90E3F7AB5ACCC8ED629EDF8
FFFFFFFF0000000000000000000000000000000000000000,BD4C022BE30BC2DA25FB588F74B9A279,000000000000000000000000000000000000000000000000,BD4C022BE30BC2DA25FB588F74B9A279B16FA71F846B81A1
FFFFFFFF8000000000000000000000000000000000000000,607465045F96A7826F2409F829365C92,000000000000000000000000000000000000000000000000,607465045F96A7826F2409F829365C924FAD6EFDFF5975AE
FFFFFFFFC000000000000000000000000000000000000000,8E897C537B5714A96050D5860D9134E5,000000000000000000000000000000000000000000000000,8E897C537B5714A96050D5860D9134E5EBFDB05A783D0308
